Unique_ID,S3,S3_order,Taxa,Species,x_g,y_g,logx_g,logy_g,Reference,Group,Order,Family,Genus,Replicate,Notes
156,24,26,Mammal,Callorhinus ursinus,48039.66829,9607.933658,4.6816,3.982629996,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Otariidae,Callorhinus,2,
157,24,26,Mammal,Callorhinus ursinus,45133.33333,11498.8,4.65449741,4.06065252,Ernest et al. 2003,Eutherian,Carnivora,Otariidae ,Callorhinus,2,
158,24,26,Mammal,Canis latrans,11566.66667,9082.039474,4.06320822,3.958183385,Ernest et al. 2003,Eutherian,Carnivora,Canidae,Canis,3,
159,24,26,Mammal,Canis latrans,9700,3395,3.986771734,3.530839779,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Canis,3,
160,24,26,Mammal,Canis latrans,12500,11000,4.096910013,4.041392685,Pereira and Daily 2006,Eutherian,Carnivora,Canidae,Canis,3,
161,24,26,Mammal,Canis lupus,37025.42054,14069.65981,4.5685,4.148283597,"Eberhardt and Peterson 1999; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Canidae,Canis,5,
162,24,26,Mammal,Canis lupus,37025.42054,11107.62616,4.5685,4.045621255,"Eberhardt and Pitcher 1992; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Canidae,Canis,5,
163,24,26,Mammal,Canis lupus,27000,20735.25517,4.431363764,4.316709384,Ernest et al. 2003,Eutherian,Carnivora,Canidae,Canis,4,
164,24,26,Mammal,Canis lupus,31100,7153,4.492760389,3.854488225,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Canis,4,
165,24,26,Mammal,Canis lupus,45000,22607.5437,4.653212514,4.354253379,This Study,Eutherian,Carnivora,Canidae,Canis,4,
166,24,26,Mammal,Crocuta crocuta,63000,25492.13511,4.799340549,4.406406212,Ernest et al. 2003,Eutherian,Carnivora,Hyaenidae,Crocuta,2,African ecosystems
167,24,26,Mammal,Crocuta crocuta,48700,11998.13621,4.687528961,4.079113788,This Study,Eutherian,Carnivora,Hyaenidae,Crocuta,2,African ecosystems
168,24,26,Mammal,Cystophora cristata,256448.4037,56418.64881,5.409,4.751422681,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Cystophora,3,
169,24,26,Mammal,Cystophora cristata,256448.4037,58983.13285,5.409,4.770727836,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Cystophora,3,
170,24,26,Mammal,Cystophora cristata,201666.6667,44225,5.30463412,4.645667842,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Cystophora,2,
171,24,26,Mammal,Eira barbara,3426.888704,959.5288371,3.5349,2.982058031,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Mustelidae,Eira,3,
172,24,26,Mammal,Eira barbara,3950,1856.5,3.596597096,3.268694954,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Eira,3,
173,24,26,Mammal,Eira barbara,4500,3375,3.653212514,3.528273777,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Eira,3,
174,24,26,Mammal,Enhydra lutris,21917.95344,2630.154413,4.3408,3.419981246,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Mustelidae,Enhydra,3,
175,24,26,Mammal,Enhydra lutris,23500,11850.9278,4.371067862,4.073752352,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Enhydra,3,
176,24,26,Mammal,Enhydra lutris,22950,11016,4.36078269,4.042023927,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Enhydra,3,
177,24,26,Mammal,Eumetopias jubatus,294374.3734,52987.38721,5.4689,4.724172505,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Otariidae,Eumetopias,2,
178,24,26,Mammal,Eumetopias jubatus,310000,76599.47781,5.491361694,4.884225809,Ernest et al. 2003,Eutherian,Carnivora,Otariidae,Eumetopias,2,
179,24,26,Mammal,Halichoerus grypus,175024.9652,31504.49374,5.2431,4.498372505,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Halichoerus,4,
180,24,26,Mammal,Halichoerus grypus,175024.9652,35004.99304,5.2431,4.544129996,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Halichoerus,4,
181,24,26,Mammal,Halichoerus grypus,157666.6667,36616.11111,5.197739886,4.563672217,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Halichoerus,3,
182,24,26,Mammal,Halichoerus grypus,167250,73590,5.223366126,4.866818803,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Phocidae,Halichoerus,3,
183,24,26,Mammal,Hyaena hyaena,30000,13271.5023,4.477121255,4.122920087,This Study,Eutherian,Carnivora,Hyaenidae,Hyaena,0,African ecosystems
184,24,26,Mammal,Leopardus pardalis,9887.807436,4548.391421,3.9951,3.657857832,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Felidae,Leopardus,3,
185,24,26,Mammal,Leopardus pardalis,13500,3965.25,4.130333768,3.598270574,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Leopardus,3,
186,24,26,Mammal,Leopardus pardalis,7600,836,3.880813592,2.922206277,Pereira and Daily 2006,Eutherian,Carnivora,Felidae,Leopardus,3,
187,24,26,Mammal,Lobodon carcinophagus,232594.7994,46518.95988,5.3666,4.667629996,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Lobodon,2,
188,24,26,Mammal,Lobodon carcinophagus,250000,120000,5.397940009,5.079181246,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Lobodon,2,
189,24,26,Mammal,Lycaon pictus,22200,7770,4.346352974,3.890421019,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Lycaon,2,African ecosystems
190,24,26,Mammal,Lycaon pictus,20000,12956.6592,4.301029996,4.112493036,This Study,Eutherian,Carnivora,Canidae,Lycaon,2,African ecosystems
191,24,26,Mammal,Lynx lynx,17950,4186.24,4.254064453,3.621824123,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Lynx,2,
192,24,26,Mammal,Lynx lynx,17800,2848,4.250420002,3.454539985,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Felidae,Lynx,2
193,24,26,Mammal,Lynx rufus,7100,3022.838,3.851258349,3.480414873,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Lynx,2
194,24,26,Mammal,Lynx rufus,5200,1716,3.716003344,3.234517284,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Felidae,Lynx,2
195,24,26,Mammal,Martes americana,565,1102.275,2.752048448,3.042289958,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Martes,2
196,24,26,Mammal,Martes americana,716,400.96,2.854913022,2.603101049,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Martes,2
197,24,26,Mammal,Mirounga angustirostris,1036811.964,217730.5124,6.0157,5.337919295,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Mirounga,3
198,24,26,Mammal,Mirounga angustirostris,1036811.964,153448.1707,6.0157,5.185961715,"Eberhardt 1987; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Phocidae,Mirounga,3
199,24,26,Mammal,Mirounga angustirostris,750000,136543.3333,5.875061263,5.135270501,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Mirounga,2
200,24,26,Mammal,Mirounga leonia,499250,111965.3846,5.698318074,5.049083776,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Mirounga,2
201,24,26,Mammal,Mirounga leonia,378878.5337,87142.06275,5.5785,4.940227836,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Mirounga,3
202,24,26,Mammal,Mirounga leonia,378878.5337,68198.13607,5.5785,4.833772505,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Mirounga,3
203,24,26,Mammal,Mustela erminea,127.5851122,530.7540668,2.1058,2.724893331,"Korpimaki et al. 1991; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Mustelidae,Mustela,3
204,24,26,Mammal,Mustela erminea,220,179.9542105,2.342422681,2.255162013,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,3
205,24,26,Mammal,Mustela erminea,126,69.3,2.100370545,1.840733235,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Mustela,3
206,24,26,Mammal,Mustela frenata,141.5,233.55,2.15075644,2.368379872,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,3
207,24,26,Mammal,Mustela frenata,153,494.19,2.184691431,2.693893953,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Mustela,3
208,24,26,Mammal,Mustela frenata,279,418.5,2.445604203,2.621695462,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Mustela,3,
209,24,26,Mammal,Mustela nivalis,38.6278023,288.9359612,1.5869,2.460801598,"Korpimaki et al. 1991; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Mustelidae,Mustela,4,
210,24,26,Mammal,Mustela nivalis,60,327.12,1.77815125,2.514707098,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,4,
211,24,26,Mammal,Mustela nivalis,57,218.88,1.755874856,2.34020608,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Mustela,4,
212,24,26,Mammal,Mustela nivalis,57,29.64,1.755874856,1.471878199,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Mustela,4,
213,24,26,Mammal,Mustela putorius,747.825035,942.2595441,2.8738,2.974170545,"Barlow and Norbury 2001; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Mustelidae,Mustela,2,
214,24,26,Mammal,Mustela putorius,745,782.25,2.872156273,2.893345572,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Mustela,2,
215,24,26,Mammal,Mustela vison,746.276902,873.1439753,2.8729,2.941085862,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Mustelidae,Mustela,3,
216,24,26,Mammal,Mustela vison,946.3333333,523.5388889,2.976044138,2.718948947,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Mustela,3,
217,24,26,Mammal,Mustela vison,605,193.6,2.781755375,2.286905353,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Mustela,3,
218,24,26,Mammal,Nasua narica,4600,2300,3.662757832,3.361727836,Pereira and Daily 2006,Eutherian,Carnivora,Procyonidae,Nasua,2,
219,24,26,Mammal,Nasua nasua,4166.774522,958.3581401,3.6198,2.981527836,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Procyonidae,Nasua,2,
220,24,26,Mammal,Odobenus rosmarus,734513.8682,66106.24814,5.866,4.820242509,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Odobenidae,Odobenus,2,
221,24,26,Mammal,Odobenus rosmarus,825000,94450.22654,5.916453949,4.975203004,Ernest et al. 2003,Eutherian,Carnivora,Odobenidae,Odobenus,2,
222,24,26,Mammal,Panthera leo,146000,17452.10982,5.164352856,4.241847937,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Panthera,3,African ecosystems
223,24,26,Mammal,Panthera leo,135500,18970,5.131939295,4.278067331,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Felidae,Panthera,3,African ecosystems
224,24,26,Mammal,Panthera leo,126000,20918.10042,5.100370545,4.320522244,This Study,Eutherian,Carnivora,Felidae,Panthera,3,African ecosystems
225,24,26,Mammal,Panthera onca,65508.85369,15067.03635,4.8163,4.178027836,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Felidae,Panthera,3,
226,24,26,Mammal,Panthera onca,75866.66667,6180.019444,4.880051003,3.790989842,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Panthera,3,
227,24,26,Mammal,Panthera onca,65000,13000,4.812913357,4.113943352,Pereira and Daily 2006,Eutherian,Carnivora,Felidae,Panthera,3,
228,24,26,Mammal,Panthera pardus,41766.66667,3841.534483,4.620829816,3.584504736,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Panthera,2,African ecosystems
229,24,26,Mammal,Panthera pardus,37000,7517.9042,4.568201724,3.876096787,This Study,Eutherian,Carnivora,Felidae,Panthera,2,African ecosystems
230,24,26,Mammal,Panthera tigris,109777.7778,18877.74577,5.040514435,4.275950133,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Panthera,2,
231,24,26,Mammal,Panthera tigris,150000,29695.842,5.176091259,4.472695644,This Study,Eutherian,Carnivora,Felidae,Panthera,2,
232,24,26,Mammal,Phoca fasciata,70892.45236,15596.33952,4.8506,4.193022681,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Phoca,2,
233,24,26,Mammal,Phoca fasciata,90000,30000,4.954242509,4.477121255,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Phoca,2,
234,24,26,Mammal,Phoca groenlandica,134865.2308,26973.04616,5.1299,4.430929996,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Phoca,2,
235,24,26,Mammal,Phoca groenlandica,120000,34300,5.079181246,4.53529412,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Phoca,2,
236,24,26,Mammal,Phoca hispida,74834.17927,11973.46868,4.8741,4.078219983,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Phoca,2,
237,24,26,Mammal,Phoca hispida,90900,9080,4.958563883,3.958085849,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Phoca,2,
238,24,26,Mammal,Phoca vitulina,59882.5106,7066.136251,4.7773,3.849182007,"Harwood and Rohani 1996; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Phocidae,Phoca,5,
239,24,26,Mammal,Phoca vitulina,59882.5106,13772.97744,4.7773,4.139027836,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Phoca,5,
240,24,26,Mammal,Phoca vitulina,59882.5106,11976.50212,4.7773,4.078329996,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Phocidae,Phoca,5,
241,24,26,Mammal,Phoca vitulina,100000,23992.89,5,4.380082563,Ernest et al. 2003,Eutherian,Carnivora,Phocidae,Phoca,3,
242,24,26,Mammal,Phoca vitulina,74167,17800.08,4.870210712,4.250421954,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Phocidae,Phoca,3,
243,24,26,Mammal,Potos flavus,2587.021273,776.1063819,3.4128,2.889921255,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Procyonidae,Potos,2,
244,24,26,Mammal,Potos flavus,3300,429,3.51851394,2.632457292,Pereira and Daily 2006,Eutherian,Carnivora,Procyonidae,Potos,2,
245,24,26,Mammal,Procyon lotor,5734.558665,3784.808719,3.7585,3.578043936,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Procyonidae,Procyon,3,
246,24,26,Mammal,Procyon lotor,6100,4069.655172,3.785329835,3.609557612,Ernest et al. 2003,Eutherian,Carnivora,Procyonidae,Procyon,3,
247,24,26,Mammal,Procyon lotor,5550,1998,3.744292983,3.300595484,Pereira and Daily 2006,Eutherian,Carnivora,Procyonidae,Procyon,3,
248,24,26,Mammal,Puma concolor,40429.65171,12128.89551,4.6067,4.083821255,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Felidae,Puma,4,
249,24,26,Mammal,Puma concolor,44000,4489.676471,4.643452676,3.652215047,Ernest et al. 2003,Eutherian,Carnivora,Felidae,Puma,4,
250,24,26,Mammal,Puma concolor,39600,13464,4.597695186,4.129174103,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Felidae,Puma,4,
251,24,26,Mammal,Puma concolor,44500,15575,4.648360011,4.192428055,Pereira and Daily 2006,Eutherian,Carnivora,Felidae,Puma,4,
252,24,26,Mammal,Spilogale putorius,511.5,1545.142857,2.708845638,3.188968639,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Spilogale,2,
253,24,26,Mammal,Spilogale putorius,386.5,544.965,2.587149498,2.736368611,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Spilogale,2,
254,24,26,Mammal,Taxidea taxus,4100,4332.545455,3.612783857,3.636743128,Ernest et al. 2003,Eutherian,Carnivora,Mustelidae,Taxidea,3,
255,24,26,Mammal,Taxidea taxus,6385,6448.85,3.805160902,3.809482275,Fagan et. al. 2009,Eutherian,Carnivora,Mustelidae,Taxidea,3,
256,24,26,Mammal,Taxidea taxus,6385,1404.7,3.805160902,3.147583582,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Mustelidae,Taxidea,3,
257,24,26,Mammal,Urocyon cinereoargenteus,3300,2050.020042,3.51851394,3.311758107,Ernest et al. 2003,Eutherian,Carnivora,Canidae,Urocyon,3,
258,24,26,Mammal,Urocyon cinereoargenteus,3300,1650,3.51851394,3.217483944,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Urocyon,3,
259,24,26,Mammal,Urocyon cinereoargenteus,2650,2332,3.423245874,3.367728546,Pereira and Daily 2006,Eutherian,Carnivora,Canidae,Urocyon,3,
260,24,26,Mammal,Ursus americanus,100200,31568.61767,5.000867722,4.499255565,Ernest et al. 2003,Eutherian,Carnivora,Ursidae,Ursus,2,
261,24,26,Mammal,Ursus americanus,97000,41710,4.986771734,4.62024019,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Ursidae,Ursus,2,
262,24,26,Mammal,Ursus arctos,191381.5202,57414.45606,5.2819,4.759021255,"McCullough 1992; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Ursidae,Ursus,3,
263,24,26,Mammal,Ursus arctos,207000,35592.08468,5.315970345,4.551353426,Ernest et al. 2003,Eutherian,Carnivora,Ursidae,Ursus,3,
264,24,26,Mammal,Ursus arctos,111857,27964.25,5.048663167,4.446603176,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Ursidae,Ursus,3,
265,24,26,Mammal,Ursus maritimus,225000,31473.28404,5.352182518,4.497942061,Ernest et al. 2003,Eutherian,Carnivora,Ursidae,Ursus,2,
266,24,26,Mammal,Ursus maritimus,272500,103550,5.435366507,5.015150103,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Ursidae,Ursus,2,
267,24,26,Mammal,Vulpes vulpes,5377.74246,8927.052484,3.7306,3.950708088,"Peterson 1994; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Canidae,Vulpes,5,
268,24,26,Mammal,Vulpes vulpes,5377.74246,5646.629583,3.7306,3.751789299,"Hone 1999; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Canidae,Vulpes,5,
269,24,26,Mammal,Vulpes vulpes,5377.74246,6345.736103,3.7306,3.802482007,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Canidae,Vulpes,5,
270,24,26,Mammal,Vulpes vulpes,3650,4399.188129,3.562292864,3.643372535,Ernest et al. 2003,Eutherian,Carnivora,Canidae,Vulpes,3,
271,24,26,Mammal,Vulpes vulpes,3900,1911,3.591064607,3.281260687,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Carnivora,Canidae,Vulpes,3,
272,24,26,Mammal,Ailuropoda melanoleuca,108400,16296,5.035029282,4.212081016,Ernest et al. 2003,Eutherian,Carnivora,Ursidae,Ailuropoda,0
273,24,26,Mammal,Ailurus fulgens,4900,2303.676923,3.69019608,3.362421572,Ernest et al. 2003,Eutherian,Carnivora,Ursidae,Ailurus,0
274,24,26,Mammal,Alopex lagopus,4238.381058,6060.884913,3.6272,3.782536037,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Carnivora,Canidae,Alopex,0
275,24,26,Mammal,Arctictis binturong,13000,11097.33333,4.113943352,4.045218631,Ernest et al. 2003,Eutherian,Carnivora,Viverridae,Arctictis,0
276,24,26,Mammal,Arctocephalus tropicalis,55004.72529,4125.354397,4.7404,3.615461263,"Skinner and van Aarde 1983; after Duncan et al. 2007, method: count",Eutherian,Carnivora,Otariidae,Arctocephalus,0
277,24,26,Mammal,Bassaricus sumichrasti,1100,209,3.041392685,2.320146286,Pereira and Daily 2006,Eutherian,Carnivora,Procyonidae,Bassaricus,0
278,24,26,Mammal,Canis adustus,8300,6825.047006,3.919078092,3.834105647,This Study,Eutherian,Carnivora,Canidae,Canis,0
279,24,26,Mammal,Canis aureus,10000,6411.4807,4,3.806958339,This Study,Eutherian,Carnivora,Canidae,Canis,0
280,24,26,Mammal,Canis mesomelas,6600,5064.073278,3.819543936,3.704499981,This Study,Eutherian,Carnivora,Canidae,Canis,0
281,24,26,Mammal,Canis simensis,12800,6505.20128,4.10720997,3.813260739,This Study,Eutherian,Carnivora,Canidae,Canis,0
282,24,26,Mammal,Caracal caracal,10000,4560.4152,4,3.659004385,This Study,Eutherian,Carnivora,Felidae,Caracal,0
283,24,26,Mammal,Civettictis civetta,13500,10896.32143,4.130333768,4.037279906,Ernest et al. 2003,Eutherian,Carnivora,Viverridae,Civettictis,0
284,24,26,Mammal,Conepatus mesoleucus,2750,2365,3.439332694,3.373831145,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Conepatus,0
285,24,26,Mammal,Conepatus semistriatus,2450,1935.5,3.389166084,3.286793176,Pereira and Daily 2006,Eutherian,Carnivora,Mustelidae,Conepatus,0
